"rep","bee","first","prop","trips"
"8D",29,229608.072542906,0.0914767096134788,12
"8D",68,414770.293509007,0.188475531040958,3
"8D",58,494954.232270002,0.00794868219216283,2
"8D",80,NA,0,0
"8D",21,235087.108030081,0.251714285714286,4
"8D",28,NA,0,0
"8D",71,421373.939635038,0.021290117572291,10
"8D",19,241866.752522945,0.0137542277339346,10
"8D",40,510443.339524031,0.00411739864864868,2
"8D",18,56783.9136390686,0.0158835208471211,20
"8D",11,37990.7869288921,0.458204334365325,5
"8D",32,NA,0,0
"8D",38,231465.28430295,0.0126411770800954,6
"8D",70,414911.694545031,0.0297310634098198,4
"8D",37,NA,0,0
"8D",14,246950.586056948,0.417080646866082,9
"8D",73,415077.895745039,0.00479774223894647,6
"8D",3,166133.652863026,0.0322223977254779,4
"8D",65,145443.716464043,0.686822046320727,24
"8D",31,242667.958060026,0.00725247004414542,30
"8D",22,60563.7392110825,0.00713916192446984,8
"8D",54,152280.361568928,0.416434540389972,10
"8D",82,246103.380445004,0.0145268943855517,2
"8D",56,241920.552877903,0.06035417419588,4
"8D",43,166229.453495979,0.715922914399129,3
"8D",76,421093.338010073,0.0813122563880468,4
"8D",5,NA,0,0
"8D",64,NA,0,0
"8D",30,413878.087146997,0.038195753235331,4
"8D",51,253700.630568027,0.00585764809902733,6
"8D",79,52548.4850449562,0.00237632317995251,6
"8D",33,NA,0,0
"8D",84,NA,0,0
"8D",27,46513.6441659927,0.188393243828497,86
"8D",6,491084.00543499,0.0209223354146129,2
"8D",8,240138.541289091,0.0991341030195383,6
"8D",83,492489.41525507,0.00485436893203883,4
"8D",10,NA,0,0
"8D",12,229569.67236805,0.176287886901574,6
"8D",50,240313.742409945,0.0453602729644744,138
"8D",66,NA,0,0
"8D",36,511466.746607065,0.0311067907235105,2
"8D",7,244851.172497988,0.101840101522843,4
"8D",45,NA,0,0
"8D",34,344302.026365995,0.276399560922064,2
"8D",69,NA,0,0
"8D",42,52598.8853609562,0.00194817845314632,2
"8D",44,337915.584593058,0.131302090449515,10
"8D",63,53841.8936460018,0.0421292775665398,6
"8D",16,NA,0,0
"8D",15,52337.6836309433,0.163535645472062,5
"8D",35,NA,0,0
"8D",57,53000.2879939079,0.234287317620651,3
"8D",20,510970.543189049,0.042143212332173,2
"8D",87,NA,0,0
"8D",78,155127.380004883,0.130463059313215,106
"8D",4,505788.90713501,0.000742705570291768,2
"8D",9,NA,0,0
"9D",85,NA,0,0
"9D",8,408162.413433075,0.000493157440512926,1
"9D",48,229102.800178051,0.0465060240963855,8
"9D",76,436001.770009995,0.0062334995599882,4
"9D",55,201599.244708061,0.00276445239450362,2
"9D",1,146886.335138083,0.0262626262626262,4
"9D",79,95394.8432219028,0.233204560444738,4
"9D",39,302653.416779041,0.00806331193071519,2
"9D",45,534267.124337912,0.00255474452554738,2
"9D",53,NA,0,0
"9D",44,NA,0,0
"9D",37,171497.474251032,0.0129470348574015,6
"9D",24,286969.527968884,0.0131379484588177,2
"9D",43,237718.84901309,0.0122123536536132,2
"9D",47,NA,0,0
"9D",25,147818.140191078,0.0181982252970372,8
"9D",66,389989.910577059,0.0439828955406232,2
"9D",2,544266.580663919,0.00275252848546925,2
"9D",7,NA,0,0
"9D",87,NA,0,0
"9D",75,NA,0,0
"9D",34,NA,0,0
"9D",88,529852.499572039,0.000694927032661496,2
"9D",18,NA,0,0
"9D",73,526162.478864908,0.00204419351698637,4
"9D",92,NA,0,0
"9D",65,NA,0,0
"9D",49,231525.214143991,0.00543056633048877,2
"9D",82,NA,0,0
"9D",41,146527.532720089,0.00492914356130614,6
"9D",54,NA,0,0
"9D",23,138769.889098883,0.0991816693944354,16
"9D",28,243233.880315065,0.0144927536231885,4
"9D",27,374377.822524071,0.267133876120787,3
"9D",97,135235.869036913,0.0196059493915395,2
"9D",60,410924.229059935,0.0985850365301026,2
"9D",29,448066.63813591,0.0045385779122542,8
"9D",35,356501.321302891,0.0114718086404686,1
"9D",46,164178.232417107,0.0270205066344993,2
"9D",94,321358.922512054,0.00608766233766245,2
"9D",86,309735.256685972,0.00484780157835396,1
"9D",61,140053.296221972,0.112450220079648,2
"9D",93,522847.860085964,0.00435330507503728,6
"9D",36,334359.596345901,0.00092293493308726,2
"9D",10,332154.583811998,0.00414791901012368,2
"9D",91,137911.684297085,0.0151454762853727,4
"9D",17,140305.69769907,0.134161805731676,4
"9D",74,NA,0,0
"9D",80,149322.94859004,0.0207478087207367,2
"9D",15,NA,0,0
"9D",64,NA,0,0
"9D",51,NA,0,0
"9D",84,NA,0,0
"9D",81,536880.339020967,0.0025409836065573,2
"9D",32,NA,0,0
"9D",68,NA,0,0
"9D",77,144695.32268095,0.0322013509762191,6
"9D",62,166907.047733068,0.0108564535585043,4
"9D",95,531575.309195995,0.000479099293328566,2
"9D",14,386380.490453959,0.154797441364606,1
"9D",57,149707.750468969,0.0110725977277104,2
"9D",70,NA,0,0
"9D",52,451531.257643938,0.0490384615384616,8
"9D",16,532457.114131927,0.0338873856461797,2
"9D",83,NA,0,0
"9D",38,NA,0,0
"9D",31,402885.783535004,0.0413367609254498,6
"9D",56,543178.574487925,0.000597014925373118,2
"9D",19,NA,0,0
"9D",67,NA,0,0
"9D",69,87275.5970849991,0.110655737704918,6
"9D",5,NA,0,0
"9D",9,229834.604794025,0.00192766660547083,2
"9D",13,NA,0,0
"9D",59,NA,0,0
"9D",26,281971.699198961,0.00490147044113232,2
"9D",58,NA,0,0
"9D",4,222096.36046505,0.0014471780028944,1
"9D",50,NA,0,0
"9D",22,525390.874540091,0.00234764746160621,8
"9D",72,497313.116246939,0.0927157966564311,2
"9D",98,60969.0480511189,0.0140426404264042,6
"9D",12,538239.746537924,0.00067129111658093,4
"9D",3,NA,0,0
"9D",89,NA,0,0
"9D",90,264256.999269962,0.112449290060852,21
"9D",40,304290.025898933,0.00265522875817004,8
"9D",99,53574.6064870358,0.127823208722741,2
"9D",33,NA,0,0
"9D",71,163197.226783991,0.233950883239983,6
"9D",30,NA,0,0
"9D",11,NA,0,0
"9D",20,NA,0,0
